ano,sem,codclg,codcur,codhab,staalu,codund,sglund,nomcur,nomhab,matr
2018,1,5,5063,Sem cadastro,M,5,FM,Fonoaudiologia,,36
2018,1,5,5063,Sem cadastro,T,5,FM,Fonoaudiologia,,3
2018,1,5,5064,Sem cadastro,M,5,FM,Fonoaudiologia,,72
2018,1,5,5072,Sem cadastro,A,5,FM,Terapia Ocupacional,,1
2018,1,5,5072,Sem cadastro,M,5,FM,Terapia Ocupacional,,117
2018,1,5,5072,Sem cadastro,T,5,FM,Terapia Ocupacional,,4
2018,1,5,Sem cadastro,Sem cadastro,M,5,FM,,,59
2018,2,5,5042,Sem cadastro,A,5,FM,Medicina,,1
2018,2,5,5042,Sem cadastro,M,5,FM,Medicina,,387
2018,2,5,5042,Sem cadastro,T,5,FM,Medicina,,6
2018,2,5,5043,Sem cadastro,A,5,FM,Medicina,,1
2018,2,5,5043,Sem cadastro,M,5,FM,Medicina,,684
2018,2,5,5043,Sem cadastro,T,5,FM,Medicina,,8
2018,2,5,5051,Sem cadastro,M,5,FM,Fisioterapia,,2
2018,2,5,5052,Sem cadastro,M,5,FM,Fisioterapia,,133
2018,2,5,5052,Sem cadastro,T,5,FM,Fisioterapia,,7
2018,2,5,5063,Sem cadastro,A,5,FM,Fonoaudiologia,,1
2018,2,5,5063,Sem cadastro,M,5,FM,Fonoaudiologia,,35
2018,2,5,5063,Sem cadastro,T,5,FM,Fonoaudiologia,,2
2018,2,5,5064,Sem cadastro,M,5,FM,Fonoaudiologia,,72
2018,2,5,5072,Sem cadastro,M,5,FM,Terapia Ocupacional,,106
2018,2,5,5072,Sem cadastro,T,5,FM,Terapia Ocupacional,,4
2018,2,5,Sem cadastro,Sem cadastro,M,5,FM,,,21
2019,1,5,5042,Sem cadastro,A,5,FM,Medicina,,1
2019,1,5,5042,Sem cadastro,M,5,FM,Medicina,,226
2019,1,5,5042,Sem cadastro,R,5,FM,Medicina,,1
2019,1,5,5042,Sem cadastro,T,5,FM,Medicina,,3
2019,1,5,5043,Sem cadastro,A,5,FM,Medicina,,2
2019,1,5,5043,Sem cadastro,M,5,FM,Medicina,,848
2019,1,5,5043,Sem cadastro,T,5,FM,Medicina,,14
2019,1,5,5052,Sem cadastro,A,5,FM,Fisioterapia,,3
2019,1,5,5052,Sem cadastro,M,5,FM,Fisioterapia,,137
2019,1,5,5052,Sem cadastro,T,5,FM,Fisioterapia,,5
2019,1,5,5063,Sem cadastro,M,5,FM,Fonoaudiologia,,11
2019,1,5,5064,Sem cadastro,M,5,FM,Fonoaudiologia,,93
2019,1,5,5064,Sem cadastro,T,5,FM,Fonoaudiologia,,1
2019,1,5,5072,Sem cadastro,M,5,FM,Terapia Ocupacional,,117
2019,1,5,5072,Sem cadastro,T,5,FM,Terapia Ocupacional,,4
2019,1,5,Sem cadastro,Sem cadastro,M,5,FM,,,29
2019,2,5,5042,Sem cadastro,M,5,FM,Medicina,,211
2019,2,5,5042,Sem cadastro,T,5,FM,Medicina,,3
2019,2,5,5043,Sem cadastro,M,5,FM,Medicina,,846
2019,2,5,5043,Sem cadastro,T,5,FM,Medicina,,16
2019,2,5,5052,Sem cadastro,A,5,FM,Fisioterapia,,1
2019,2,5,5052,Sem cadastro,M,5,FM,Fisioterapia,,127
2019,2,5,5052,Sem cadastro,T,5,FM,Fisioterapia,,8
2019,2,5,5063,Sem cadastro,M,5,FM,Fonoaudiologia,,10
2019,2,5,5064,Sem cadastro,M,5,FM,Fonoaudiologia,,92
2019,2,5,5064,Sem cadastro,T,5,FM,Fonoaudiologia,,2
2019,2,5,5072,Sem cadastro,A,5,FM,Terapia Ocupacional,,1
2019,2,5,5072,Sem cadastro,M,5,FM,Terapia Ocupacional,,107
2019,2,5,5072,Sem cadastro,T,5,FM,Terapia Ocupacional,,3
2019,2,5,Sem cadastro,Sem cadastro,M,5,FM,,,10
2020,1,5,5042,Sem cadastro,M,5,FM,Medicina,,64
2020,1,5,5042,Sem cadastro,T,5,FM,Medicina,,1
2020,1,5,5043,Sem cadastro,A,5,FM,Medicina,,4
2020,1,5,5043,Sem cadastro,M,5,FM,Medicina,,1026
2020,1,5,5043,Sem cadastro,T,5,FM,Medicina,,8
2020,1,5,5052,Sem cadastro,M,5,FM,Fisioterapia,,137
2020,1,5,5052,Sem cadastro,T,5,FM,Fisioterapia,,6
2020,1,5,5063,Sem cadastro,M,5,FM,Fonoaudiologia,,2
2020,1,5,5064,Sem cadastro,M,5,FM,Fonoaudiologia,,119
2020,1,5,5064,Sem cadastro,T,5,FM,Fonoaudiologia,,2
2020,1,5,5072,Sem cadastro,A,5,FM,Terapia Ocupacional,,1
2020,1,5,5072,Sem cadastro,M,5,FM,Terapia Ocupacional,,123
2020,1,5,5072,Sem cadastro,T,5,FM,Terapia Ocupacional,,2
2020,1,5,Sem cadastro,Sem cadastro,M,5,FM,,,59
2012,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,160
2012,1,6,6010,2,T,6,FSP,Nutrição,Nutrição,3
2012,1,6,6010,4,A,6,FSP,Nutrição,Nutrição,2
2012,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,147
2012,1,6,6010,4,T,6,FSP,Nutrição,Nutrição,4
2012,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,40
2012,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,40
2012,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,40
2012,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,2
2012,2,6,6010,2,A,6,FSP,Nutrição,Nutrição,1
2012,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,154
2012,2,6,6010,2,T,6,FSP,Nutrição,Nutrição,4
2012,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,148
2012,2,6,6010,4,T,6,FSP,Nutrição,Nutrição,2
2012,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,40
2012,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,1
2012,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,36
2012,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,1
2012,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2012,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,35
2012,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,6
2013,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,119
2013,1,6,6010,2,T,6,FSP,Nutrição,Nutrição,4
2013,1,6,6010,4,A,6,FSP,Nutrição,Nutrição,2
2013,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,116
2013,1,6,6010,4,T,6,FSP,Nutrição,Nutrição,2
2013,1,6,6010,Sem cadastro,R,6,FSP,Nutrição,,1
2013,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,82
2013,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,73
2013,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,74
2013,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2013,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,9
2013,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,116
2013,2,6,6010,2,T,6,FSP,Nutrição,Nutrição,4
2013,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,115
2013,2,6,6010,4,T,6,FSP,Nutrição,Nutrição,2
2013,2,6,6010,Sem cadastro,R,6,FSP,Nutrição,,1
2013,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,80
2013,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,2
2013,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,72
2013,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,2
2013,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2013,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,69
2013,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,3
2013,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,8
2014,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,87
2014,1,6,6010,2,T,6,FSP,Nutrição,Nutrição,3
2014,1,6,6010,4,A,6,FSP,Nutrição,Nutrição,3
2014,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,90
2014,1,6,6010,Sem cadastro,R,6,FSP,Nutrição,,1
2014,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,1
2014,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,119
2014,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,1
2014,1,6,6011,4,A,6,FSP,Nutrição,Nutrição,2
2014,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,109
2014,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,2
2014,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,106
2014,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,7
2014,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,12
2014,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,87
2014,2,6,6010,2,T,6,FSP,Nutrição,Nutrição,2
2014,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,93
2014,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,117
2014,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,3
2014,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,111
2014,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,4
2014,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,4
2014,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,95
2014,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,14
2014,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,4
2015,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,51
2015,1,6,6010,2,T,6,FSP,Nutrição,Nutrição,2
2015,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,55
2015,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,147
2015,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,4
2015,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,149
2015,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,8
2015,1,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2015,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,133
2015,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,12
2015,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,7
2015,2,6,6010,2,A,6,FSP,Nutrição,Nutrição,1
2015,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,46
2015,2,6,6010,2,T,6,FSP,Nutrição,Nutrição,2
2015,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,51
2015,2,6,6010,4,T,6,FSP,Nutrição,Nutrição,2
2015,2,6,6011,2,A,6,FSP,Nutrição,Nutrição,1
2015,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,148
2015,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,2
2015,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,149
2015,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,8
2015,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,125
2015,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,11
2015,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,1
2016,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,15
2016,1,6,6010,4,A,6,FSP,Nutrição,Nutrição,1
2016,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,13
2016,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,1
2016,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,189
2016,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,189
2016,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,5
2016,1,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,4
2016,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,140
2016,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,9
2016,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,3
2016,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,14
2016,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,9
2016,2,6,6011,2,A,6,FSP,Nutrição,Nutrição,1
2016,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,196
2016,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,1
2016,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,4
2016,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,185
2016,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,8
2016,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,6
2016,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,132
2016,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,12
2016,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,3
2017,1,6,6010,2,M,6,FSP,Nutrição,Nutrição,3
2017,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,2
2017,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,2
2017,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,211
2017,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,1
2017,1,6,6011,4,A,6,FSP,Nutrição,Nutrição,2
2017,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,197
2017,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,7
2017,1,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2017,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,100
2017,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,11
2017,1,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,37
2017,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,5
2017,2,6,6010,2,M,6,FSP,Nutrição,Nutrição,3
2017,2,6,6010,4,M,6,FSP,Nutrição,Nutrição,1
2017,2,6,6010,Sem cadastro,A,6,FSP,Nutrição,,1
2017,2,6,6011,2,A,6,FSP,Nutrição,Nutrição,1
2017,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,210
2017,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,2
2017,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,3
2017,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,192
2017,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,9
2017,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2017,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,94
2017,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,11
2017,2,6,6021,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2017,2,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,35
2017,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,4
2018,1,6,6010,4,M,6,FSP,Nutrição,Nutrição,1
2018,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,4
2018,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,207
2018,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,3
2018,1,6,6011,4,A,6,FSP,Nutrição,Nutrição,2
2018,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,205
2018,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,5
2018,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,77
2018,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,10
2018,1,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,66
2018,1,6,6021,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,3
2018,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,4
2018,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,202
2018,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,5
2018,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,6
2018,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,201
2018,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,6
2018,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2018,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,66
2018,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,10
2018,2,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,63
2018,2,6,6021,3,R,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2018,2,6,6021,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,5
2018,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,5
2019,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,2
2019,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,205
2019,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,7
2019,1,6,6011,4,A,6,FSP,Nutrição,Nutrição,6
2019,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,200
2019,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,14
2019,1,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2019,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,50
2019,1,6,6020,3,R,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2019,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,5
2019,1,6,6021,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2019,1,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,88
2019,1,6,6021,3,R,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2019,1,6,6021,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,4
2019,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,2
2019,2,6,6011,2,A,6,FSP,Nutrição,Nutrição,3
2019,2,6,6011,2,M,6,FSP,Nutrição,Nutrição,199
2019,2,6,6011,2,T,6,FSP,Nutrição,Nutrição,6
2019,2,6,6011,4,A,6,FSP,Nutrição,Nutrição,6
2019,2,6,6011,4,M,6,FSP,Nutrição,Nutrição,203
2019,2,6,6011,4,T,6,FSP,Nutrição,Nutrição,16
2019,2,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2019,2,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,44
2019,2,6,6020,3,R,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2019,2,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,4
2019,2,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,80
2019,2,6,6021,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,8
2019,2,6,Sem cadastro,Sem cadastro,M,6,FSP,,,11
2020,1,6,6011,2,A,6,FSP,Nutrição,Nutrição,4
2020,1,6,6011,2,M,6,FSP,Nutrição,Nutrição,202
2020,1,6,6011,2,T,6,FSP,Nutrição,Nutrição,7
2020,1,6,6011,4,A,6,FSP,Nutrição,Nutrição,8
2020,1,6,6011,4,M,6,FSP,Nutrição,Nutrição,197
2020,1,6,6011,4,R,6,FSP,Nutrição,Nutrição,1
2020,1,6,6011,4,T,6,FSP,Nutrição,Nutrição,21
2020,1,6,6020,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2020,1,6,6020,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,27
2020,1,6,6020,3,R,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2020,1,6,6020,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,2
2020,1,6,6021,3,A,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,1
2020,1,6,6021,3,M,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,118
2020,1,6,6021,3,T,6,FSP,Bacharelado em Saúde Pública,Bacharelado em Saúde Pública,7
2020,1,6,Sem cadastro,Sem cadastro,M,6,FSP,,,9
2012,1,7,7011,200,A,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,1,7,7011,200,R,7,EE,Enfermagem,Licenciatura em Enfermagem,5
2012,1,7,7011,200,T,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,1,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,43
2012,1,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,31
2012,1,7,7011,300,R,7,EE,Enfermagem,Licenciatura em Enfermagem,4
2012,1,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,34
2012,1,7,7011,Sem cadastro,A,7,EE,Enfermagem,,2
2012,1,7,7011,Sem cadastro,M,7,EE,Enfermagem,,78
2012,1,7,7011,Sem cadastro,R,7,EE,Enfermagem,,1
2012,1,7,7011,Sem cadastro,T,7,EE,Enfermagem,,2
2012,1,7,7012,Sem cadastro,M,7,EE,Enfermagem,,229
2012,1,7,7012,Sem cadastro,T,7,EE,Enfermagem,,10
2012,2,7,7010,800,A,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,2,7,7011,200,A,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,2,7,7011,200,R,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,2,7,7011,200,T,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2012,2,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,26
2012,2,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,17
2012,2,7,7011,300,R,7,EE,Enfermagem,Licenciatura em Enfermagem,4
2012,2,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,34
2012,2,7,7011,Sem cadastro,A,7,EE,Enfermagem,,1
2012,2,7,7011,Sem cadastro,M,7,EE,Enfermagem,,79
2012,2,7,7011,Sem cadastro,R,7,EE,Enfermagem,,1
2012,2,7,7012,Sem cadastro,A,7,EE,Enfermagem,,1
2012,2,7,7012,Sem cadastro,M,7,EE,Enfermagem,,229
2012,2,7,7012,Sem cadastro,T,7,EE,Enfermagem,,9
2012,2,7,Sem cadastro,Sem cadastro,M,7,EE,,,3
2013,1,7,7010,Sem cadastro,A,7,EE,Enfermagem,,1
2013,1,7,7011,200,M,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2013,1,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,24
2013,1,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,39
2013,1,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,24
2013,1,7,7011,Sem cadastro,A,7,EE,Enfermagem,,1
2013,1,7,7011,Sem cadastro,M,7,EE,Enfermagem,,11
2013,1,7,7011,Sem cadastro,T,7,EE,Enfermagem,,1
2013,1,7,7012,Sem cadastro,M,7,EE,Enfermagem,,304
2013,1,7,7012,Sem cadastro,T,7,EE,Enfermagem,,6
2013,2,7,7010,Sem cadastro,A,7,EE,Enfermagem,,1
2013,2,7,7011,200,M,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2013,2,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,5
2013,2,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,37
2013,2,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,28
2013,2,7,7011,Sem cadastro,A,7,EE,Enfermagem,,1
2013,2,7,7011,Sem cadastro,M,7,EE,Enfermagem,,7
2013,2,7,7012,100,M,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2013,2,7,7012,Sem cadastro,A,7,EE,Enfermagem,,1
2013,2,7,7012,Sem cadastro,M,7,EE,Enfermagem,,298
2013,2,7,7012,Sem cadastro,T,7,EE,Enfermagem,,7
2013,2,7,Sem cadastro,Sem cadastro,M,7,EE,,,1
2014,1,7,7011,200,A,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2014,1,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,11
2014,1,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,12
2014,1,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,19
2014,1,7,7011,Sem cadastro,M,7,EE,Enfermagem,,2
2014,1,7,7012,100,A,7,EE,Enfermagem,Licenciatura em Enfermagem,5
2014,1,7,7012,100,M,7,EE,Enfermagem,Licenciatura em Enfermagem,17
2014,1,7,7012,100,T,7,EE,Enfermagem,Licenciatura em Enfermagem,14
2014,1,7,7012,Sem cadastro,A,7,EE,Enfermagem,,1
2014,1,7,7012,Sem cadastro,M,7,EE,Enfermagem,,326
2014,1,7,7012,Sem cadastro,T,7,EE,Enfermagem,,11
2014,1,7,Sem cadastro,Sem cadastro,M,7,EE,,,5
2014,2,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,5
2014,2,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,4
2014,2,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,15
2014,2,7,7011,Sem cadastro,M,7,EE,Enfermagem,,2
2014,2,7,7012,100,A,7,EE,Enfermagem,Licenciatura em Enfermagem,5
2014,2,7,7012,100,M,7,EE,Enfermagem,Licenciatura em Enfermagem,8
2014,2,7,7012,100,T,7,EE,Enfermagem,Licenciatura em Enfermagem,15
2014,2,7,7012,Sem cadastro,A,7,EE,Enfermagem,,4
2014,2,7,7012,Sem cadastro,M,7,EE,Enfermagem,,320
2014,2,7,7012,Sem cadastro,T,7,EE,Enfermagem,,10
2015,1,7,7010,Sem cadastro,A,7,EE,Enfermagem,,1
2015,1,7,7011,300,A,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2015,1,7,7011,300,M,7,EE,Enfermagem,Licenciatura em Enfermagem,3
2015,1,7,7011,300,R,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2015,1,7,7011,300,T,7,EE,Enfermagem,Licenciatura em Enfermagem,6
2015,1,7,7012,100,A,7,EE,Enfermagem,Licenciatura em Enfermagem,21
2015,1,7,7012,100,M,7,EE,Enfermagem,Licenciatura em Enfermagem,23
2015,1,7,7012,100,R,7,EE,Enfermagem,Licenciatura em Enfermagem,1
2015,1,7,7012,100,T,7,EE,Enfermagem,Licenciatura em Enfermagem,34
